alpha_true,gamma_true,phi_true,r_true,rep,seed,success,error,T,mu_true,mu_est,phi_est,alpha_est,gamma_est,r_est,gamma0_mu_est,gamma0_phi_est,gamma0_alpha_est,gamma0_r_est,joint_nll,gamma0_nll,bic_joint,bic_gamma0,delta_nll_gamma0,delta_bic_gamma0,joint_wins_nll,joint_wins_bic,q_center_true,q_dist_1_true,q_multiplier_1_true,q_center_est,q_dist_1_est,q_multiplier_1_est,log_r_est,log_q_center_est,log_q_dist_1_est,gamma_error,alpha_error,phi_error,r_error,abs_gamma_error,abs_alpha_error,abs_phi_error,abs_r_error,true_positive_coupling,true_ictal_scale_coupling,gamma_regime,alpha_regime,phi_regime,r_regime,mean_x,sd_x,mean_q,median_q,max_q,N_particles_fit,N_particles_eval,N_eval_repeats,runtime_sec
-5,-0.55,0.58,0.048,0,1639958665,True,,60,-0.15,-0.08131171274647751,0.17611219313801357,-2.5524982366607953,-3.938765042943009,0.005318155996955386,-0.07118104434979225,0.27061694213879667,-4.042441012283804,0.03266053700032848,-6.353664457948275,-4.894501396705103,7.764393895213953,6.588375455478195,1.4591630612431716,-1.176018439735758,True,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.07788684297894853,0.0015166318672760032,0.019472247291958195,-5.23662865282783,-2.5524982366607953,-6.491263279603805,-3.3887650429430094,2.4475017633392047,-0.4038878068619864,-0.04268184400304462,3.3887650429430094,2.4475017633392047,0.4038878068619864,0.04268184400304462,False,False,ictal_scale,low,high,mid,-0.13187001010634722,0.08950059943091435,0.0064622482619018885,0.006456721192572481,0.006737946999085467,1200,500,10,72.62907242774963
-5,-0.55,0.58,0.048,1,94079998,True,,60,-0.15,-0.12168490883042427,0.05490031103490364,-3.0398904120812604,1.0139471315056527,0.004811473222218362,-0.11448072802297544,0.1695384531678817,-2.7841572652023427,0.001216499064672287,2.1837316047818573,2.786574619460329,24.83918602067422,21.95052748780906,0.6028430146784718,-2.8886585328651577,True,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.04784013190742851,0.1318693946636167,2.756459679475515,-5.336751958554112,-3.0398904120812604,-2.025943280575608,1.5639471315056528,1.9601095879187396,-0.5250996889650963,-0.043188526777781636,1.5639471315056528,1.9601095879187396,0.5250996889650963,0.043188526777781636,False,False,ictal_scale,low,high,mid,-0.16036180889591484,0.09428937610893749,0.006460646022116619,0.0064917314807566694,0.006737946999085467,1200,500,10,79.33650422096252
-5,-0.55,0.58,0.048,2,1630586623,True,,60,-0.15,-0.1570004918870024,-0.12786281557019083,-3.2406504099117566,1.4556703777994064,0.006066578515975332,-0.16305353775495113,-0.2764509357732941,-5.659264030570254,0.05436381216390552,-0.36556597702134397,-0.03873476145058573,19.740590857067815,16.29990872598723,0.3268312155707582,-3.4406821310805853,True,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.03913843079544709,0.16780041158649986,4.287356651151681,-5.1049605040068,-3.2406504099117566,-1.7849800321123501,2.0056703777994063,1.7593495900882434,-0.7078628155701908,-0.041933421484024666,2.0056703777994063,1.7593495900882434,0.7078628155701908,0.041933421484024666,False,False,ictal_scale,low,high,mid,-0.18992626954048486,0.09993295569971596,0.00642569477883941,0.006441111032694296,0.006737946999085467,1200,500,10,70.84240055084229
-5,-0.55,0.58,0.048,3,2132852717,True,,60,-0.15,-0.17987822049527133,0.1892122708039727,-3.563789797762613,1.6984789610966033,0.004819563856088565,-0.20484471955183395,0.34140851472539535,-4.060840773433457,0.026091460539930705,-8.849351030846192,-8.390143090718334,2.7730207494181194,-0.40290793254826696,0.4592079401278575,-3.1759286819663863,True,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.02833125128942609,0.15484806994566558,5.465627633731047,-5.3350718413024385,-3.563789797762613,-1.8653108366660098,2.2484789610966036,1.4362102022373868,-0.3907877291960272,-0.043180436143911434,2.2484789610966036,1.4362102022373868,0.3907877291960272,0.043180436143911434,False,False,ictal_scale,low,high,mid,-0.1716248281084214,0.08971426694229481,0.006469471887024712,0.006493681219983179,0.006737946999085467,1200,500,10,74.85040497779846
-5,-0.55,0.58,0.048,4,1521875695,True,,60,-0.15,-0.17622528064829418,-0.030517383473472492,-2.7046846454765774,-1.7972192401282936,0.005653318600819765,-0.16600401930118996,0.271531170095777,-4.595767910943793,0.045053922657814716,-1.9323827346177076,-1.9730862727297016,16.606957341875088,12.431205703428999,-0.04070353811199401,-4.175751638446089,False,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.066891415031127,0.011087866400713598,0.16575918442679094,-5.175512543276955,-2.7046846454765774,-4.501903885604871,-1.2472192401282935,2.2953153545234226,-0.6105173834734725,-0.042346681399180235,1.2472192401282935,2.2953153545234226,0.6105173834734725,0.042346681399180235,False,False,ictal_scale,low,high,mid,-0.15420669456896458,0.09584629869033552,0.006454492355306949,0.006463060144009141,0.006737946999085467,1200,500,10,72.59689474105835
-5,-0.55,0.58,0.048,5,2123480675,True,,60,-0.15,-0.1813349580954963,0.04693034855643701,-2.1470313966920953,-4.98768582263644,0.007727235190112969,-0.16047350815101374,0.3217122499792206,-2.855176453747847,0.00691575434458475,1.0637152468587758,3.99282801526842,22.599153304828054,24.363034279425243,2.9291127684096443,1.763880974597189,True,True,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.11683046680232241,0.0007969511133962538,0.00682143224459334,-4.863004153052077,-2.1470313966920953,-7.134717219328535,-4.43768582263644,2.8529686033079047,-0.533069651443563,-0.040272764809887035,4.43768582263644,2.8529686033079047,0.533069651443563,0.040272764809887035,False,False,ictal_scale,low,high,mid,-0.12795772237205827,0.10831825378759799,0.006427880641662654,0.006500064653660398,0.006737946999085467,1200,500,10,83.34913969039917
-5,-0.55,0.58,0.048,6,634979994,True,,60,-0.15,-0.13586267266012841,0.06924576030975156,-2.7101720520382133,-1.9516190564125893,0.005160759584041573,-0.12944922834427358,0.3416800927245379,-4.20050912193367,0.037319958412582226,-3.22586230382261,-3.3501040164941953,14.019998203465283,9.677170215900011,-0.12424171267158535,-4.342827987565272,False,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.06652535990655693,0.009449522116376324,0.1420439082125876,-5.266671504112829,-2.7101720520382133,-4.661791108450803,-1.4016190564125892,2.2898279479617867,-0.5107542396902484,-0.04283924041595843,1.4016190564125892,2.2898279479617867,0.5107542396902484,0.04283924041595843,False,False,ictal_scale,low,high,mid,-0.1505508185582552,0.11049485360804152,0.006423236028635841,0.006433519538437929,0.006737946999085467,1200,500,10,76.01994347572327
-5,-0.55,0.58,0.048,7,2014769747,True,,60,-0.15,-0.2326856595832621,0.16777959485727462,-2.062910323720632,-4.39537039950965,0.005677287775207514,-0.2125446823193072,0.2891999748747228,-3.2040847416558966,0.023665933754162906,2.011061877231487,5.21207758634686,24.493846565573477,26.80153342158212,3.2010157091153726,2.307686856008644,True,True,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.12708357682624907,0.0015674883413340484,0.012334310856525123,-5.171281664655465,-2.062910323720632,-6.458280723230282,-3.84537039950965,2.937089676279368,-0.41222040514272534,-0.04232271222479249,3.84537039950965,2.937089676279368,0.41222040514272534,0.04232271222479249,False,False,ictal_scale,low,high,mid,-0.18108178921494023,0.11593059873377434,0.0064005567064085,0.006423025058555378,0.006737946999085467,1200,500,10,75.46375012397766
-5,-0.55,0.58,0.048,8,1777931457,True,,60,-0.15,-0.17187799027628792,0.17687478936826814,-2.3447896425366244,-3.232996802433029,0.006274562052711168,-0.15787441079306483,0.3670810993002728,-3.555642713345895,0.03488231944196485,0.56760499098501,2.350029239685717,21.606932793080524,21.077436728259837,1.7824242487007071,-0.5294960648206875,True,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.09586736642559111,0.003780925549454044,0.039439130231961335,-5.071251588796518,-2.3447896425366244,-5.577786444969654,-2.6829968024330286,2.6552103574633756,-0.4031252106317318,-0.041725437947288835,2.6829968024330286,2.6552103574633756,0.4031252106317318,0.041725437947288835,False,False,ictal_scale,low,high,mid,-0.14847324706429293,0.09247956912518135,0.006470858383468814,0.006480412884055351,0.006737946999085467,1200,500,10,63.00029921531677
-5,-0.55,0.58,0.048,9,1906058819,True,,60,-0.15,-0.13297607199428668,0.2583205987872716,-2.7412434288910026,-2.4683327338025145,0.005077215895658324,-0.12679317667112844,0.45494898530551275,-3.0996137292448402,0.005424663992174839,-5.047049898658143,-3.193056403373739,10.377623013794217,9.991265442140923,1.8539934952844037,-0.3863575716532939,True,False,0.006737946999085467,0.0038874572434761303,0.5769498103804866,0.06449010815426073,0.005463989039336987,0.08472600210666564,-5.28299221966292,-2.7412434288910026,-5.2095761626935175,-1.9183327338025145,2.2587565711089974,-0.32167940121272837,-0.04292278410434168,1.9183327338025145,2.2587565711089974,0.32167940121272837,0.04292278410434168,False,False,ictal_scale,low,high,mid,-0.13925190674625307,0.08292175608189334,0.006521174877917487,0.006579654556617241,0.006737946999085467,1200,500,10,66.35169339179993
